,count,minNt_r
117257,66,00000000918500000b000f008c13000000868b0012000000000000040000
115563,65,008700000b008b00000000000c000000000406068f000000
113376,65,009300000400000000008f000086008800000011000000000d090f000a00
117270,65,000000000700000085918900880e0000000000000000840a120000008c00
115649,65,00000000848c000b00000000000006008c008a000000880d
115668,65,0b860800000000000000000f00008800008e00000a000004
114604,65,0600008f00000000000d00000000850b0000890085008700
114538,65,000000000085088f1300000000000d000000008900070090
115798,65,00100b00000000000089001285000000000000000e00000400000000918f
116588,65,0000000000840a0400000006008f0089008900000e000000
114549,65,000000000b0088000004000c8c8b00008400
114232,65,00008500008c0000000b00008b0006070005000f00000000
116988,65,8b00001200008b930000000000000000000e0b0000870000008c00070000
117259,65,00000900000000000d8b00008b008f8400000000068d008b
116142,65,07000d000700000000000a0000000000008c00000c008985
114299,65,000b08009000000012000000000000000400850000008a8c00000d000000
115991,65,000000890000008f92000000000086090000000c00900000040013000000
114071,64,06000407008c00840000090000000000008b00000000000e
113574,64,00000000008c8500000008000509090000000c000000008b
115723,64,0000008a0000090500000000000e8d0000000000860f8500
115733,64,0b000000870088008c00890000070000000000008a000d00
114244,64,000085878e0000000000860c00000b000000008800000006
117143,64,00060000000000878b00008e00000d85000000848f000008
115761,64,07000d00000e0c0000860000000000008a00008f00000900008900000000
113859,64,00008d00068e00000c00008b8d00008500000a0000000000
115767,64,858a00008a00050000008807000b00000000
117172,64,890000000004000900000f000000008c00000f0087840000
113826,64,00000004000087008400000e0000000700008d8b00008e0000000a000000
113954,64,00040000000000008800000008848e850b00000b8500000f
116737,63,00000f0000000000000088000000000a048d098585000000
113630,63,0000040004008f00000000000f008889840000000a000000
113949,63,000088000000000f00000b000005000608008e0000000087
113362,63,000000000d00000000868800000908088f00040000000000
113969,63,0a00000b0004000c8b000000008709000000008d00000000
116665,63,07890000008900000087000000040c0000008e0000000a00
114144,63,00000600008a0085000d000000000000000a008d008f8800
115527,63,0500000000008600000000880b0d0e000087000000008f85
115966,63,00000d0b000007058d0000000000000000870000008b0d00
113589,63,8700000a00870000008d858a008e00000500000e00000000
115901,63,00008b8f0000000005000000008d088f000000008700000e
117239,63,000000000692000e0b860000000000008986000013000000000c8f000000
114709,63,00000e84000005000000890000080000000085000085008f
115724,63,0f00000700000b000000000088850000008900000000078d
114152,63,000d00000000000005000000860000000a000089898c0089
116090,62,0088000c00000000009000060009000000000000848f0000120400000000
114212,62,000c00000000000000878d00000004000009048900060000
114988,62,8e0a8d000000000000000f0000000006008a8b8400000000
113596,62,00000a09008e000000000c0085000000008d008b00000007
114107,62,0f00000800000000000000888f0a00000086000a8c040000
115594,62,0000060004890000000b0000008a848a0000
116030,62,008f0000001300008b050000000d0000000000000000920b9200008f0087
113525,62,008d0509000000000c001300008600000000009289000000
115466,62,868d008f00000a00000000000c8a86000000000000000007
114014,62,000a0000000e00040000008d008f8500008f000000008900
116219,62,00840a00000000000000000f0904000000000089008f8f00
116121,62,0b0005000000000000078b060000008d0000870000000d00
112847,62,0000008f000000890d0d000687000000000a
115880,62,000000070000000f0d008a0000000000090d8c0000870000
114835,62,0000000e0000000a00000000000085009200120000008910008f00000700
114261,61,8a920000000007000000900000000000120087008f000800000000000e86
115415,61,0005000c000e000000008500000005000b00000000008b8c
116553,61,0d930000000000008f000009008c00880000008610000000000004000000
117040,61,0f0000000007000000000009000d000d87008a8d00000000
114066,61,068900008a008c00000000000a00000000000c0000868600
115498,61,0b0c000f00000005068e0000000000008b00840000000000
113520,61,0000000087000e000b000c00000000008c0006880000008a
114008,61,8b0000000f0000000000850000090b00070000008c000700
112793,61,00000a000085000000008c9000000000000c000700120088
114352,61,00098c000000000e0d00070000840000000000000700008b
116321,61,000086000000000009000a0c0000008c000b078900000000
114038,61,00008c00000000090000000f880000048988008600000000
112872,61,00000908000c0005008a0000008500000e0000008f000000
117020,61,86000000000004090000000000000088000d8d008c070000
115952,61,00008d0000000f000000000900880000000500890d86000d
116396,61,098600860000008a00888600000400000000
113506,60,0000000007008f0000870000860f0c000a0000008b000085
115492,60,000000008b868f0a0000000b0000000f008e000000000004
112892,60,000097000000850000008c0000000b0000050092000000138900000e150d
116669,60,0000009300000910000000008c8a00000000000c04000013000000888500
116341,60,00000f000000000088000000128e0a0000000090008d870a00008d000400
116301,60,008e0000000800910000120000000e0b00090086000000000000078b0000
115501,60,00000004048e00008789008c000000000b0000000000000c
114093,60,000f0005008b0f0800090000000000008f00000000840000
114824,60,00120800000000060d00000000000087000000000004898c8f9300000000
115870,60,000a00008d8f000000000d000089008700000000068a0000
116646,60,00008e0000000085000d0000000009000410000093008800
117249,60,00008b00000e000000000510008f0000000000000000930c0000000a8412
114314,60,898c00000084000d0000000000090a008d00000000060000
116033,60,05000000000a86008c008500008a00000000000000000c84
116945,60,0000000d000000008e000089008c84860000090700000000
116664,60,0013000000000000000b0c008c0000000090008400000000890000008906
116966,60,0c00890000000000008e0086070000000000000008088400
116083,60,0000000000068a8f00008c000088840c0000000000090000
117186,60,00008c0000000700000000000000850b0c00898a0d000000
113921,60,0e000005000e00000089000000000000008c00000b008687
115989,60,00000c00008600000600000000080000008c0085008a8800
113514,60,0000060f00098400000000008a00000000008e000800008c
114254,59,000085858a0000000f0000080000008f0900000500000000
115640,59,0087008c0000000000070009000084000e86000000008a00
113504,59,000000000c00008a00130000000800008f00008a92000084000004008d00
114917,59,8b0000000000850000008508000000080709
115503,59,91000e00000900000000008f00870000000000000000041300040000908a
116481,59,0000000010060011000000840000008e0000080000000c008a0000900000
115278,59,8f88000000008e89840000000000000b000000060f008a00
115376,59,0000000c0000058b000000070000008d8600000400000a00
114839,59,00000d000086098f001000000000070000000b008f0092000000008b0000
114821,59,008a938600000000008e0000920900000c00110000000000040e00920090
115011,59,00000000840c8900000000008c0b0000000904000000000c
114799,59,000e00898b0000000000008700000000898f070000000900
116267,59,0000008b000085090000000005000a0b8c0000000f060000
116840,59,008b00000000008f000004000b860000080000000400000d
115938,59,09000a000084008488850000000700000000
113603,59,00001000048900008400000000090f000000009000008c00
116886,59,0000008c0000080000890000040f000000000000000c8890000012870000
115262,59,00000000048e008804008a00000000850000000f09000000
116357,58,8a000006880000000000088d000000000087000000070d00
116171,58,000084898c0000000c0000000b000b008600000000000007
115763,58,8600008e098400008e06000000000000000c000088008c00
116904,58,00000000130087000800008700008c920000000000008a0d000600920000
113925,58,8a001200000000008f00008700008e0a040a00910000000000000000000e
117038,58,000000000d000000000000850a09000500008c00898e0000
116217,58,0600000089000f000d00008800080000000000008d850000
116989,57,0000058a00008c00000b000084860000008d0f0000000000
114826,57,8e85008600000a00000000008b000000070000008b0c8700
114954,57,000800000000008d000000000000008a0c0400850d850000
116600,57,000c000e00888408000000008e00000000000b0000000006
114002,57,000000008a0012000000000084000f00009092008c910092000800000007
116389,57,00000000860000000008008d0000928a000000000e080000110000040000
115586,57,00000000001000000000008e93000f000c8a000008870e93000700000000
114788,57,0000890400008a00000b0000000006000000870089000000
116029,57,000f008600008b008e008d000000000000070000008f000b
113626,57,000b0085008e008a000000000000000f0d86000000040000
115713,57,8400000a0b00000400000000000000870d000000898f0000
114814,56,00000000000a008f0085000000880f0089008c0600000000
116060,56,8f00000b000006078b000000000000000b0d008600000000
114125,56,008b00000000000000050e0e8f0000070800000000000087
113432,56,0006000a00000400008b0000000784000000
116459,56,00060006058800000000080000000000860f008f00000000
115760,56,000d0689000093000b000000000a000000120000008f0000000000850000
116108,56,00008f000600000f000a00000086000010000092000000008b0011050000
114975,56,000e0e0084000000000b000600008c000000890000000006
115272,56,84000000880000000a008f00048b00008b00000000000c00
113359,56,0000008c0000000000100c0000008788000d0091000a0000920000000500
114973,56,8b00000700008400000000899100000d0000008f000000000b0000000011
116613,55,8c8b00040000000000000f8b858f8a000000000000000008
117182,55,0000000087000d000000090589890000050000008c000000
113475,55,008400000e0b000a8f000000000000008b00000c05000009
112791,55,0000890000840e000800090000008e000009000000000400
114995,55,00008f050000878b0000008700890a00000000000d000000
116843,55,8b008e000000000000120c0008000000000086880000000000000f000590
117056,55,000e138600000e00008b000a000700000000008c0000000000009190000c
114891,55,00000000000b000d0600000e8f0400008b00008700000000
115588,55,8c068e0000000000000085008a0000000000090000000b0f
115434,55,0700000000000084000c0000000000008e9189000000008f000086001209
116788,55,00000e0000090000000500000000008e0085008986890000
114551,55,00060000000e0b00000c00009389000000861000000000000090008e0000
116800,55,090000000000008487000d0000008d00000000880f050000
113373,54,000091000000008d000b00000089000006000013000f8500
117258,54,00000085000891000000000000060000008f00000e0a110000000000108a
113377,54,1009000d00000000000500000000008a00868d00000000000b0092000084
115868,54,00870000890000000000000a0000900000050000110c0013000000008d00
113498,54,00000000008d00878b0087000000000000080c0f05000000
112795,54,0f900000000000880700130000008e000000008500000800
115664,54,00068b8d930000850000930000000c000000138800000000000009000000
114641,54,8c00000000130000000700090e000000000000008700938b
116689,54,008b00000000090700000007870a00000900
116223,54,8c0000008a8d000904000000000000000985000c00000000
113527,54,000b000000120006009000000000000f0089008e008b0000000086000000
116624,54,00000e000000000000000005000087008c880a8d0000000b
116276,54,0b00008f000b8a06008f0000000000000084000000000d00
116283,54,000009000000050d0f000000858800000086008c00000000
114574,54,0a0000008f00870e0f0000000000000089000000040d0000
114114,54,000000850000000000000f0005009100080093888f890000001000000000
116922,54,0000000f898800008d000000840000000800000000070e00
113430,54,0a0000000006000d0f0000088d0000000085000000008b00
115934,54,000b008500008f0a00008f0000000c000500000088000000
114063,54,00000e860f00070006008a0000008f000000000800000000
117177,54,00000000040800008700000000000c040f008f0000880000
117077,54,00000000000e000000068b000000098f00008400008b0088
117263,53,0000000e000000000b070000848d0000001300008a12000000000000938c
114140,53,0000008c000088000093000000000000051010000c0f8700000000000800
116337,53,000000000b008a0000070089000000000f868400008e0000
115628,53,001000000000890c00000500008e00000091000000930800000000848800
113320,53,008d008600000b008608000000000500000000008a000f00
114178,53,07000000040089000e0000878f0000000000000a0000000d
115795,53,00000c00870f000000000700008e00000a00008b00000084
116343,53,000000000088008f00008c8400008f0000040f0a00000000
116944,53,00000400890000000000130000000900008e000091840000000a00000f00
115813,53,00888c00008e0f000000060000000a8d0000000000850000
115874,53,000e000086000000000400008900008588000008008c0000
113647,53,00090007000000000085000000000d060f00008d00890000
116379,53,840f080000000005040d0000000000008f00890000000000
115915,53,0000000000060d85000000000b860b0000008f0000008800
116771,52,0000000088000000138400000000008d000900000000040f850000920000
114167,52,000900870084000000040f000000000a8c000000008a0000
116374,52,88000004008986000e000000000000000900850000008c00
116784,52,00000000000d918c00000000000009000005008a13000000008400000800
114259,52,000000008900000a050000008c00000000000013000f0000009209858400
114058,52,00008f0000000b000800000f0000880400000c0000000084
117237,52,0a128e00000000000000008b00000b0500000c0000008500000000009085
116836,52,00000000878e8800000000000000000904000f0f0a000000
116285,52,000700000d0085009000000000000b0000008900130000000600008d0000
114351,52,000c0c0006000f00000000850009000000008b00008c0000
117247,52,00000a040000000013000400000000008c87000000000e00008a00908c00
116309,52,0000000000040000000008870f000000008b870000008c8f
116333,52,0c08000000870904000f00008f00000000000000000e8800
114135,52,8b000000000000858685000900008f00000500000c000000
114856,52,000087000000008b008e00000b00000a060000000000060e
115295,52,00000012000c0000000009070b0000008c0000000091860f000089000000
115797,52,000000860009000c0c000600008e0000000000008b000086
115657,52,080007000000008a008e0000880d00000089000000008400
116263,51,000000000b11078d0000000000009100090000008900008700000000000d
116921,51,0000008e001187130a000000000000000d05008b00000000080000009200
115468,51,0589000000040d0000008800008f00008500000000000900
113548,51,00868600000000008c000000000f0e890000000a05000000
